,"{'n_bins': 6, 'n_random_cuts': 75}"
best_classifier_training_time,23.206301738820912
best_classifier_inference_time,5.084499468946888
best_classifier_recall,0.0707070707070707
best_classifier_precision,0.001448975367418754
best_classifier_f1,0.0028397565922920896
best_classifier_TN,465668
best_classifier_FP,4824
best_classifier_FN,92
best_classifier_TP,7
best_classifier_auc,0.8959953977255015
best_classifier_p_auc_10,0.6782022219928877
best_classifier_p_auc_20,0.7748461831768951
best_classifier_p_auc_30,0.8181541046019332
training_time_avg,23.206301738820912
inference_time_avg,5.084499468946888
auc_avg,0.8959953977255015
auc_std,0.0
p_auc_10_avg,0.6782022219928877
p_auc_10_std,0.0
p_auc_20_avg,0.7748461831768951
p_auc_20_std,0.0
p_auc_30_avg,0.8181541046019332
p_auc_30_std,0.0
recall_avg,0.0707070707070707
recall_std,0.0
